SOCcode,JobName,JobFamily,isBright,isGreen,JobZone,MedianSalary,JobForecast,ChanceAuto,WageGroup
53-7121.00,"Tank Car, Truck, and Ship Loaders",Transportation and Material Moving,False,False,2,38220.0,1200,72.0,
47-2082.00,Tapers,Construction and Extraction,False,False,2,55080.0,2200,62.0,
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Business and Financial Operations,False,False,3,54440.0,4600,93.0,
13-2082.00,Tax Preparers,Business and Financial Operations,False,False,3,39390.0,10600,99.0,
53-3041.00,Taxi Drivers and Chauffeurs,Transportation and Material Moving,True,False,2,25980.0,51300,89.0,
25-9041.00,Teacher Assistants,"Education, Training, and Library",True,False,3,26970.0,153900,56.0,
25-3099.00,"Teachers and Instructors, All Other","Education, Training, and Library",True,False,-1,30850.0,123800,1.0,Miscellaneous Teachers and Instructors
51-2092.00,Team Assemblers,Production,False,True,2,31590.0,137600,97.0,Miscellaneous Assemblers and Fabricators
27-2012.05,Technical Directors/Managers,"Arts, Design, Entertainment, Sports, and Media",False,False,4,71680.0,16000,-1.0,Producers and Directors
27-3042.00,Technical Writers,"Arts, Design, Entertainment, Sports, and Media",True,False,4,71850.0,6100,89.0,
15-1143.01,Telecommunications Engineering Specialists,Computer and Mathematical,False,False,3,109020.0,12200,-1.0,Computer Network Architects
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair",False,False,3,56100.0,23600,36.0,
49-9052.00,Telecommunications Line Installers and Repairers,"Installation, Maintenance, and Repair",False,False,2,58280.0,13900,49.0,
41-9041.00,Telemarketers,Sales and Related,False,False,2,25250.0,21400,99.0,
43-2021.00,Telephone Operators,Office and Administrative Support,False,False,2,37240.0,500,97.0,
43-3071.00,Tellers,Office and Administrative Support,False,False,2,29450.0,47600,98.0,
47-2053.00,Terrazzo Workers and Finishers,Construction and Extraction,True,False,2,42500.0,400,88.0,
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Production,False,False,2,28780.0,1000,97.0,
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Production,False,False,2,28220.0,1000,95.0,
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Production,False,False,2,29160.0,1800,73.0,
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Production,False,False,2,28920.0,2400,-1.0,
51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",Production,False,False,-1,27750.0,2000,-1.0,
29-1129.00,"Therapists, All Other",Healthcare Practitioners and Technical,True,False,-1,50980.0,2200,-1.0,
47-2044.00,Tile and Marble Setters,Construction and Extraction,True,False,2,41840.0,6900,75.0,
51-2093.00,Timing Device Assemblers and Adjusters,Production,False,False,2,34650.0,100,98.0,
51-9197.00,Tire Builders,Production,False,False,2,46630.0,2200,94.0,
49-3093.00,Tire Repairers and Changers,"Installation, Maintenance, and Repair",False,False,2,27890.0,11400,70.0,
23-2093.00,"Title Examiners, Abstractors, and Searchers",Legal,False,False,2,47130.0,5500,99.0,
51-4111.00,Tool and Die Makers,Production,False,False,3,52750.0,6700,84.0,
51-4194.00,"Tool Grinders, Filers, and Sharpeners",Production,False,False,2,38140.0,1200,88.0,
39-7011.00,Tour Guides and Escorts,Personal Care and Service,True,False,3,26570.0,11600,91.0,Tour and Travel Guides
53-6041.00,Traffic Technicians,Transportation and Material Moving,False,False,3,46570.0,900,90.0,
11-3131.00,Training and Development Managers,Management,True,False,4,111340.0,3800,0.6,
13-1151.00,Training and Development Specialists,Business and Financial Operations,True,True,4,60870.0,37300,1.4,
33-3052.00,Transit and Railroad Police,Protective Service,False,False,3,74030.0,300,57.0,
53-6061.00,"Transportation Attendants, Except Flight Attendants",Transportation and Material Moving,False,False,2,26760.0,3600,75.0,
17-2051.01,Transportation Engineers,Architecture and Engineering,False,True,4,86640.0,28300,-1.0,Civil Engineers
53-6051.00,Transportation Inspectors,Transportation and Material Moving,False,False,-1,73780.0,3300,90.0,
11-3071.01,Transportation Managers,Management,False,True,4,94730.0,11400,-1.0,"Transportation, Storage, and Distribution Managers"
19-3099.01,Transportation Planners,"Life, Physical, and Social Science",False,True,4,81340.0,4800,-1.0,"Social Scientists and Related Workers, All Other"
33-9093.00,Transportation Security Screeners,Protective Service,False,False,2,41490.0,4700,-1.0,
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Transportation and Material Moving,False,True,2,73780.0,3300,-1.0,Transportation Inspectors
53-6099.00,"Transportation Workers, All Other",Transportation and Material Moving,True,False,-1,37490.0,4400,-1.0,
11-3071.00,"Transportation, Storage, and Distribution Managers",Management,False,False,-1,94730.0,11400,59.0,
41-3041.00,Travel Agents,Sales and Related,False,False,3,38700.0,9700,10.0,
39-7012.00,Travel Guides,Personal Care and Service,True,False,3,26570.0,11600,6.0,Tour and Travel Guides
11-3031.01,Treasurers and Controllers,Management,True,False,5,127990.0,64900,-1.0,Financial Managers
37-3013.00,Tree Trimmers and Pruners,Building and Grounds Cleaning and Maintenance,True,False,2,38190.0,8100,77.0,
25-3099.02,Tutors,"Education, Training, and Library",True,False,4,30850.0,123800,-1.0,Miscellaneous Teachers and Instructors
27-2023.00,"Umpires, Referees, and Other Sports Officials","Arts, Design, Entertainment, Sports, and Media",False,False,3,27020.0,3400,98.0,
51-6093.00,Upholsterers,Production,False,False,2,34480.0,4000,39.0,
19-3051.00,Urban and Regional Planners,"Life, Physical, and Social Science",True,True,5,73050.0,4200,13.0,
29-1069.12,Urologists,Healthcare Practitioners and Technical,True,False,5,200890.0,16500,-1.0,"Physicians and Surgeons, All Other"
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Personal Care and Service,False,False,2,22260.0,34100,96.0,
17-2199.02,Validation Engineers,Architecture and Engineering,False,True,4,96980.0,11700,-1.0,"Engineers, All Other"
29-1131.00,Veterinarians,Healthcare Practitioners and Technical,True,False,5,93830.0,5100,4.0,
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Healthcare Support,True,False,3,27540.0,18100,86.0,
29-2056.00,Veterinary Technologists and Technicians,Healthcare Practitioners and Technical,True,False,3,34420.0,11800,3.0,
15-1199.11,Video Game Designers,Computer and Mathematical,True,False,4,90270.0,35700,-1.0,"Computer Occupations, All Other"
25-1194.00,"Vocational Education Teachers, Postsecondary","Education, Training, and Library",False,False,3,53120.0,9800,-1.0,
35-3031.00,Waiters and Waitresses,Food Preparation and Serving Related,True,False,2,21780.0,539000,94.0,
49-9064.00,Watch Repairers,"Installation, Maintenance, and Repair",False,False,3,39910.0,200,99.0,
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Production,False,False,3,46780.0,10600,61.0,
11-9121.02,Water Resource Specialists,Management,False,True,4,123860.0,6100,-1.0,Natural Sciences Managers
17-2081.01,Water/Wastewater Engineers,Architecture and Engineering,False,True,4,87620.0,4600,-1.0,Environmental Engineers
47-4099.03,Weatherization Installers and Technicians,Construction and Extraction,True,True,2,38860.0,4900,-1.0,Miscellaneous Construction and Related Workers
15-1199.03,Web Administrators,Computer and Mathematical,True,False,4,90270.0,35700,-1.0,"Computer Occupations, All Other"
15-1134.00,Web Developers,Computer and Mathematical,True,False,3,69430.0,15100,21.0,
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Office and Administrative Support,False,False,2,32310.0,8100,95.0,
51-4121.06,"Welders, Cutters, and Welder Fitters",Production,False,True,3,41380.0,48800,-1.0,"Welders, Cutters, Solderers, and Brazers"
51-4121.00,"Welders, Cutters, Solderers, and Brazers",Production,False,False,-1,41380.0,48800,94.0,
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Production,False,False,2,37670.0,3700,-1.0,
53-7073.00,Wellhead Pumpers,Transportation and Material Moving,False,False,2,53490.0,1700,84.0,
13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Business and Financial Operations,False,True,3,62750.0,40200,29.0,Buyers and Purchasing Agents
17-2199.10,Wind Energy Engineers,Architecture and Engineering,False,True,4,96980.0,11700,-1.0,"Engineers, All Other"
11-9199.09,Wind Energy Operations Managers,Management,False,True,4,107480.0,91300,-1.0,"Managers, All Other"
11-9199.10,Wind Energy Project Managers,Management,False,True,4,107480.0,91300,-1.0,"Managers, All Other"
49-9081.00,Wind Turbine Service Technicians,"Installation, Maintenance, and Repair",True,True,3,54370.0,1300,-1.0,
51-7099.00,"Woodworkers, All Other",Production,False,False,-1,31170.0,1900,-1.0,
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Production,False,False,2,29730.0,11100,97.0,
43-9022.00,Word Processors and Typists,Office and Administrative Support,False,False,2,39750.0,4100,81.0,
27-3043.00,Writers and Authors,"Arts, Design, Entertainment, Sports, and Media",False,False,-1,62170.0,12800,4.0,
19-1023.00,Zoologists and Wildlife Biologists,"Life, Physical, and Social Science",False,True,5,63420.0,1900,30.0,
